Pledge ID,Tax ID Number,Name1,Name2,Account Number,Effective Interest Rate,Account Type,Class Code Description,Current Balance
18378,9778399626,Fake Name 333,,379120,1.00%,DDA,Demand Deposit,48815.97
10483,1579224733,Fake Name 334,,134093,1.00%,SAV,Savings,84968.54
12972,3535085157,Fake Name 335,,209989,1.00%,DDA,Demand Deposit,23020504.89
17381,5911614416,Fake Name 336,,707221,1.00%,DDA,Demand Deposit,13961.18
16387,1765351540,Fake Name 337,,512407,1.00%,DDA,Demand Deposit,963527.77
18135,4978099053,Fake Name 338,,731752,1.00%,DDA,Demand Deposit,3453.97
13598,3295531094,Fake Name 339,,502941,1.00%,SAV,Savings,6568.37
18520,2510890706,Fake Name 340,,248511,1.00%,DDA,Demand Deposit,20786.65
17921,1392896571,Fake Name 341,,866835,1.00%,DDA,Demand Deposit,3184.44
10648,7239455982,Fake Name 342,,347020,1.00%,DDA,Demand Deposit,459.21
17115,1020368347,Fake Name 343,,803288,1.00%,DDA,Demand Deposit,1114.56
13976,3315903617,Fake Name 344,,730938,1.00%,SAV,Savings,1044.10
17305,4758009147,Fake Name 345,,607211,1.00%,DDA,Demand Deposit,7139337.13
11983,5339393629,Fake Name 346,,987672,1.00%,DDA,Demand Deposit,3.17
17752,1701149006,Fake Name 347,,148935,1.00%,DDA,Demand Deposit,520236.47
15193,9544363311,Fake Name 348,,337096,1.00%,DDA,Demand Deposit,230852.08
17863,1410820744,Fake Name 349,,555629,1.00%,SAV,Savings,7844793.62
12620,6499292750,Fake Name 350,,876695,1.00%,DDA,Demand Deposit,25752.33
12936,5090374998,Fake Name 351,,383594,1.00%,DDA,Demand Deposit,28393.73
11245,8870671786,Fake Name 352,,157514,1.00%,DDA,Demand Deposit,243466.80
12200,9794016711,Fake Name 353,,634986,1.00%,DDA,Demand Deposit,1961792.21
18657,7583054348,Fake Name 354,,256862,1.00%,SAV,Savings,90199.81
16767,5063835051,Fake Name 355,,158356,1.00%,DDA,Demand Deposit,14213.66
12808,8131431486,Fake Name 356,,719109,1.00%,DDA,Demand Deposit,6625102.26
19534,5000250415,Fake Name 357,,729780,1.00%,DDA,Demand Deposit,719293.95
17681,6126192073,Fake Name 358,,615680,1.00%,DDA,Demand Deposit,229558.67
10094,1024035138,Fake Name 359,,785031,1.00%,SAV,Savings,493298.30
14698,8078581332,Fake Name 360,,515520,1.00%,DDA,Demand Deposit,68989.01
13062,2431779196,Fake Name 361,,651373,1.00%,DDA,Demand Deposit,8421.07
11444,2241380641,Fake Name 362,,545569,1.00%,DDA,Demand Deposit,6076.33
11191,1789523180,Fake Name 363,,631437,1.00%,DDA,Demand Deposit,1815991.96
20005,3589310294,Fake Name 364,,110159,1.00%,SAV,Savings,66421.84
18014,5857078152,Fake Name 365,,628111,1.00%,DDA,Demand Deposit,19364.44
17789,1377365318,Fake Name 366,,611058,1.00%,DDA,Demand Deposit,747009.35
12514,1034452731,Fake Name 367,,394868,1.00%,DDA,Demand Deposit,116108.34
16405,1535925239,Fake Name 368,,377748,1.00%,DDA,Demand Deposit,8662.09
19501,4503396752,Fake Name 369,,795660,1.00%,SAV,Savings,9621.18
10350,3675994457,Fake Name 370,,320442,1.00%,DDA,Demand Deposit,93422.18
19365,2746689306,Fake Name 371,,788868,1.00%,DDA,Demand Deposit,25684.11
18551,4083821983,Fake Name 372,,385734,1.00%,DDA,Demand Deposit,32880.07
18671,2433810862,Fake Name 373,,671118,1.00%,DDA,Demand Deposit,132894.61
17402,6869567974,Fake Name 374,,482413,1.00%,SAV,Savings,100.00
10518,5188794325,Fake Name 375,,927485,1.00%,DDA,Demand Deposit,96924.17
18369,2500392936,Fake Name 376,,623008,1.00%,DDA,Demand Deposit,764.18
16259,7852172142,Fake Name 377,,129011,1.00%,DDA,Demand Deposit,54825.02
12780,6068041419,Fake Name 378,,540387,1.00%,DDA,Demand Deposit,1000.00
10844,2656242628,Fake Name 379,,769171,1.00%,SAV,Savings,21196.13
17177,7483402455,Fake Name 380,,406284,1.00%,DDA,Demand Deposit,696040.96
15934,9627365180,Fake Name 381,,713137,1.00%,DDA,Demand Deposit,2282058.57
19018,4158077491,Fake Name 382,,804820,1.00%,DDA,Demand Deposit,396166.72
15303,5097368936,Fake Name 383,,487215,1.00%,DDA,Demand Deposit,25000.00
10049,8902951298,Fake Name 384,,470394,1.00%,SAV,Savings,60753.93
10330,9975626605,Fake Name 385,,424878,1.00%,DDA,Demand Deposit,60000.00
12255,8621589618,Fake Name 386,,710579,1.00%,DDA,Demand Deposit,54655.85
14726,8639744957,Fake Name 387,,610431,1.00%,DDA,Demand Deposit,54000.00
18458,4271722802,Fake Name 388,,311089,1.00%,DDA,Demand Deposit,25000.00
19901,6828096542,Fake Name 389,,652396,1.00%,SAV,Savings,55267.37
16238,8568296693,Fake Name 390,,675170,1.00%,DDA,Demand Deposit,25000.00
15054,5279163387,Fake Name 391,,350286,1.00%,DDA,Demand Deposit,25000.00
16982,6172128237,Fake Name 392,,979836,1.00%,DDA,Demand Deposit,71345.19
17947,1088138514,Fake Name 393,,508827,1.00%,DDA,Demand Deposit,25000.00
13768,8272511042,Fake Name 394,,535314,1.00%,SAV,Savings,50000.00
16412,4509388842,Fake Name 395,,955531,1.00%,DDA,Demand Deposit,25000.00
16043,9955432883,Fake Name 396,,946238,1.00%,DDA,Demand Deposit,25000.00
11093,7633283590,Fake Name 397,,992947,1.00%,DDA,Demand Deposit,604637.38
10661,4700079275,Fake Name 398,,142602,1.00%,DDA,Demand Deposit,10736.76
11830,3617440562,Fake Name 399,,173379,1.00%,SAV,Savings,5159.78
19793,9005642653,Fake Name 400,,106908,1.00%,DDA,Demand Deposit,4058504.58
17006,6896135334,Fake Name 401,,632544,1.00%,DDA,Demand Deposit,1.00
17495,3171736500,Fake Name 402,,225040,1.00%,DDA,Demand Deposit,40322.20
18839,3712935357,Fake Name 403,,273988,1.00%,DDA,Demand Deposit,12621.25
18706,2591303669,Fake Name 404,,743620,1.00%,SAV,Savings,34977.53
12291,9043233249,Fake Name 405,,473455,1.00%,DDA,Demand Deposit,9617.44
17870,9110902928,Fake Name 406,,262560,1.00%,DDA,Demand Deposit,2289.19
15399,1305624441,Fake Name 407,,477612,1.00%,DDA,Demand Deposit,5620.23
16023,5562901111,Fake Name 408,,320118,1.00%,DDA,Demand Deposit,3427.96
16033,4062782806,Fake Name 409,,479302,1.00%,SAV,Savings,5110.95
14944,8721131971,Fake Name 410,,402781,1.00%,DDA,Demand Deposit,3359.03
10474,7474100534,Fake Name 411,,544649,1.00%,DDA,Demand Deposit,97754.60
10055,7655781171,Fake Name 412,,677565,1.00%,DDA,Demand Deposit,10784.56
14100,1755277906,Fake Name 413,,806637,1.00%,DDA,Demand Deposit,995032.94
14882,1731254740,Fake Name 414,,256475,1.00%,SAV,Savings,87895.46
14335,9757132423,Fake Name 415,,230659,1.00%,DDA,Demand Deposit,267566.81
15377,5673951770,Fake Name 416,,487378,1.00%,DDA,Demand Deposit,281259.28
18895,9838176694,Fake Name 417,,313030,1.00%,DDA,Demand Deposit,5918010.30
15073,5997655426,Fake Name 418,,110076,1.00%,DDA,Demand Deposit,67688.56
15674,5456486799,Fake Name 419,,115075,1.00%,SAV,Savings,260843.90
18718,3603989382,Fake Name 420,,352508,1.00%,DDA,Demand Deposit,776.23
18094,2583491501,Fake Name 421,,257266,1.00%,DDA,Demand Deposit,2622.62
16388,1555052262,Fake Name 422,,424258,1.00%,DDA,Demand Deposit,81.55
15997,8944104136,Fake Name 423,,326474,1.00%,DDA,Demand Deposit,145.75
12625,7135011215,Fake Name 424,,521024,1.00%,SAV,Savings,1683.29
15968,5328964021,Fake Name 425,,273519,1.00%,DDA,Demand Deposit,3500.00
10741,7684000698,Fake Name 426,,418071,1.00%,DDA,Demand Deposit,68.50
14793,8549855694,Fake Name 427,,781701,1.00%,DDA,Demand Deposit,62936.75
13384,7450917758,Fake Name 428,,840175,1.00%,DDA,Demand Deposit,16158.92
18431,5734306214,Fake Name 429,,446401,1.00%,SAV,Savings,14600.84
10165,4101856170,Fake Name 430,,842050,1.00%,DDA,Demand Deposit,1395417.77
15511,9228414474,Fake Name 431,,117534,1.00%,DDA,Demand Deposit,102.17
13912,9191619612,Fake Name 432,,962135,1.00%,DDA,Demand Deposit,100.00
12607,1055391504,Fake Name 433,,242843,1.00%,DDA,Demand Deposit,104671.41
10715,5957138417,Fake Name 434,,866211,1.00%,SAV,Savings,808032.60
15884,7587133658,Fake Name 435,,466144,1.00%,DDA,Demand Deposit,13277.24
11282,2050420382,Fake Name 436,,842612,1.00%,DDA,Demand Deposit,7115.15
13426,6144767626,Fake Name 437,,945778,1.00%,DDA,Demand Deposit,192314.74
13877,6760574718,Fake Name 438,,276184,1.00%,DDA,Demand Deposit,18952.90
19588,6109918304,Fake Name 439,,539406,1.00%,SAV,Savings,748364.47
16710,5279584140,Fake Name 440,,160450,1.00%,DDA,Demand Deposit,686892.81
15479,2239932438,Fake Name 441,,727227,1.00%,DDA,Demand Deposit,883650.94
18946,8327582356,Fake Name 442,,938355,1.00%,DDA,Demand Deposit,215695.27
